audio_path,source,label,split,speaker_id,system_id,parent_file,chunk_index,sample_rate,duration_sec
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_1138215.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,3.4580625
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_1271820.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,4.3951875
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_1272637.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,2.8995
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_1276960.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,2.8125625
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_1341447.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,3.5331875
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_1363611.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,2.25725
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_1596451.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,2.1255625
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_1608170.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,2.0034375
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_1684951.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,3.7916875
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_1699801.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,3.240875
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_1703395.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,3.368625
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_1736342.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,3.0668125
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_1779188.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,2.4703125
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_1786825.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,3.0643125
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_1787246.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,2.8103125
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_1905558.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,3.0305625
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_2205687.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,3.1939375
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_2220901.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,3.66425
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_2361751.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,2.3
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_2373806.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,2.895375
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_2417641.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,2.72725
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_2520083.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,3.15975
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_2562689.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,4.562125
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_2564579.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,2.8116875
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_2732709.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,3.829875
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_2759900.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,4.0530625
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_2838981.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,4.222875
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_2873890.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,2.5980625
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_2938316.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,2.3913125
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_3131990.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,4.43325
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_3141223.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,3.7100625
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_3167734.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,2.8969375
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_3187715.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,2.3841875
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_3215578.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,3.8325
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_3247389.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,2.6875625
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_3346004.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,4.43575
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_3441957.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,3.282125
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_3561136.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,3.582625
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_3576775.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,3.152
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_3580508.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,3.152875
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_3635733.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,2.9363125
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_3636245.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,2.5616875
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_3810183.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,2.769
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_3849267.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,2.124875
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_3995089.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,3.3673125
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_3999087.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,2.8525625
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_3999267.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,2.6834375
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_4053835.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,3.23525
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_4118798.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,3.626875
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_4155454.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,5.795375
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_4179989.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,2.8555625
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_4197307.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,3.1965
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_4237787.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,2.8989375
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_4239283.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,3.1559375
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_4244329.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,4.519875
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_4339311.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,2.98225
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_4362109.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,3.7506875
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_4428691.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,2.5995625
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_4752788.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,4.0985
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_4756464.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,3.1120625
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_4822766.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,3.15475
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_5096578.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,4.77525
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_5161420.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,3.625
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_5191549.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,4.0933125
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_5337549.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,2.514375
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_5387852.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,4.7754375
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_5521272.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,3.201
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_5761909.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,4.5221875
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_5777819.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,4.557125
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_5785306.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,3.4495625
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_5954195.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,4.349625
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_6058143.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,2.8985
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_6074694.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,4.7720625
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_6105178.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,3.2351875
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_6200206.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,3.363875
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_6214695.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,2.9795625
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_6324553.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,3.837
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_6335714.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,3.6214375
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_6370865.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,3.7035
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_6405980.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,3.1956875
data/raw/asvspoof2019_la/LA/ASVspoof2019_LA_train/flac/LA_T_6426017.flac,asvspoof2019_la,bonafide,train,LA_0079,-,,,16000,4.517625
